INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182079918,03410,Towed,TOWED MOTOR VEHICLE,E13,307,,2018-10-03 10:49:00,2018,10,Wednesday,10,Part Three,WESTMINSTER AVE,42.31609763,-71.09524853,"(42.31609763, -71.09524853)"
I182079916,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,119,,2018-10-03 12:27:00,2018,10,Wednesday,12,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I182079915,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C11,454,,2018-10-03 14:09:00,2018,10,Wednesday,14,Part Three,WASHINGTON ST,42.30022551,-71.07468313,"(42.30022551, -71.07468313)"
I182079914,03160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",C11,454,,2018-10-03 14:09:00,2018,10,Wednesday,14,Part Three,WASHINGTON ST,42.30022551,-71.07468313,"(42.30022551, -71.07468313)"
I182079913,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,162,,2018-10-03 14:07:00,2018,10,Wednesday,14,Part One,HARRISON AVE,42.34569100,-71.06336500,"(42.34569100, -71.06336500)"
I182079912,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,255,,2018-10-03 11:30:00,2018,10,Wednesday,11,Part One,DORCHESTER AVE,42.31168453,-71.05750327,"(42.31168453, -71.05750327)"
I182079911,01107,Fraud,FRAUD - IMPERSONATION,A1,77,,2018-09-22 00:00:00,2018,9,Saturday,0,Part Two,CONGRESS ST,42.36139413,-71.05768690,"(42.36139413, -71.05768690)"
I182079909,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,, ,,2018-09-28 07:00:00,2018,9,Friday,7,Part Two,COMMONWEALTH,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182079908,03201,Property Lost,PROPERTY - LOST,A1,102,,2018-10-01 12:45:00,2018,10,Monday,12,Part Three,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I182079907,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,182,,2018-10-03 13:45:00,2018,10,Wednesday,13,Part Two,SHETLAND ST,42.32609750,-71.06755796,"(42.32609750, -71.06755796)"
I182079906,01402,Vandalism,VANDALISM,B2,588,,2018-10-03 13:45:00,2018,10,Wednesday,13,Part Two,GURNEY ST,42.33201285,-71.09598982,"(42.33201285, -71.09598982)"
I182079905,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B3,565,,2018-10-03 13:22:00,2018,10,Wednesday,13,Part Two,CATBIRD CT,42.28813676,-71.09475747,"(42.28813676, -71.09475747)"
I182079904,03115,Investigate Person,INVESTIGATE PERSON,B2,312,,2018-10-03 13:44:00,2018,10,Wednesday,13,Part Three,HUMBOLDT AVE,42.31521134,-71.08783592,"(42.31521134, -71.08783592)"
I182079902,01402,Vandalism,VANDALISM,C11,341,,2018-10-03 13:42:00,2018,10,Wednesday,13,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079899,00613,Larceny,LARCENY SHOPLIFTING,B3,427,,2018-10-03 13:38:00,2018,10,Wednesday,13,Part One,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)"
I182079898,03114,Investigate Property,INVESTIGATE PROPERTY,A1,86,,2018-10-03 12:19:00,2018,10,Wednesday,12,Part Three,STILLMAN PL,42.36417286,-71.05779921,"(42.36417286, -71.05779921)"
I182079897,00613,Larceny,LARCENY SHOPLIFTING,C6,206,,2018-10-03 12:46:00,2018,10,Wednesday,12,Part One,SEAPORT BLVD,42.35325379,-71.04872410,"(42.35325379, -71.04872410)"
I182079896,02010,HOME INVASION,HOME INVASION,E18,501,,2018-10-03 13:06:00,2018,10,Wednesday,13,,STELLA RD,42.28104731,-71.11698982,"(42.28104731, -71.11698982)"
I182079895,03410,Towed,TOWED MOTOR VEHICLE,B2,237,,2018-10-03 11:13:00,2018,10,Wednesday,11,Part Three,EASTMAN ST,42.31986040,-71.06434120,"(42.31986040, -71.06434120)"
I182079894,03201,Property Lost,PROPERTY - LOST,A1,61,,2018-04-30 13:26:00,2018,4,Monday,13,Part Three,NASHUA ST,42.36600842,-71.06403504,"(42.36600842, -71.06403504)"
I182079893,01402,Vandalism,VANDALISM,C11,344,,2018-10-03 12:28:00,2018,10,Wednesday,12,Part Two,BOWDOIN ST,42.30030819,-71.07206425,"(42.30030819, -71.07206425)"
I182079892,01402,Vandalism,VANDALISM,C11,368,,2018-10-03 07:40:00,2018,10,Wednesday,7,Part Two,NEPONSET AVE,42.29383600,-71.05157448,"(42.29383600, -71.05157448)"
I182079891,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6, ,,2018-10-03 12:53:00,2018,10,Wednesday,12,Part One,DORCHESTER ST,,,"(0.00000000, 0.00000000)"
I182079891,03125,Warrant Arrests,WARRANT ARREST,C6, ,,2018-10-03 12:53:00,2018,10,Wednesday,12,Part Three,DORCHESTER ST,,,"(0.00000000, 0.00000000)"
I182079890,01402,Vandalism,VANDALISM,C11,351,,2018-10-02 21:00:00,2018,10,Tuesday,21,Part Two,LINCOLN ST,42.29979065,-71.05954439,"(42.29979065, -71.05954439)"
I182079889,01402,Vandalism,VANDALISM,C11,342,,2018-10-03 05:30:00,2018,10,Wednesday,5,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079888,03115,Investigate Person,INVESTIGATE PERSON,B2,325,,2018-10-03 12:57:00,2018,10,Wednesday,12,Part Three,BALFOUR ST,42.31466062,-71.07623072,"(42.31466062, -71.07623072)"
I182079886,01402,Vandalism,VANDALISM,C11,342,,2018-10-03 05:30:00,2018,10,Wednesday,5,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079885,03115,Investigate Person,INVESTIGATE PERSON,A7,25,,2018-10-03 12:44:00,2018,10,Wednesday,12,Part Three,MERIDIAN ST,42.38229042,-71.03930120,"(42.38229042, -71.03930120)"
I182079884,03201,Property Lost,PROPERTY - LOST,D4,162,,2018-10-03 12:43:00,2018,10,Wednesday,12,Part Three,HARRISON AVE,42.34496729,-71.06382224,"(42.34496729, -71.06382224)"
I182079883,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E18,521,,2018-10-03 09:55:00,2018,10,Wednesday,9,Part Three,HYDE PARK AVE,42.25489283,-71.12428154,"(42.25489283, -71.12428154)"
I182079882,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,162,,2018-10-02 16:30:00,2018,10,Tuesday,16,Part One,TRAVELER ST,42.34473274,-71.06466549,"(42.34473274, -71.06466549)"
I182079881,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,395,,2018-10-02 17:13:00,2018,10,Tuesday,17,Part Three,DORCHESTER AVE,42.28187213,-71.06538326,"(42.28187213, -71.06538326)"
I182079880,00619,Larceny,LARCENY ALL OTHERS,A1,77,,2018-10-03 11:30:00,2018,10,Wednesday,11,Part One,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)"
I182079879,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,608,,2018-10-02 18:15:00,2018,10,Tuesday,18,Part One,S HUNTINGTON AVE,42.32639844,-71.11152626,"(42.32639844, -71.11152626)"
I182079878,03115,Investigate Person,INVESTIGATE PERSON,D14,793,,2018-10-03 11:27:00,2018,10,Wednesday,11,Part Three,COMMONWEALTH AVE,42.34937839,-71.13249037,"(42.34937839, -71.13249037)"
I182079877,01402,Vandalism,VANDALISM,A7,29,,2018-10-02 19:30:00,2018,10,Tuesday,19,Part Two,CHELSEA ST,42.37284774,-71.03535588,"(42.37284774, -71.03535588)"
I182079876,02629,Harassment,HARASSMENT,D4,167,,2018-10-03 12:28:00,2018,10,Wednesday,12,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I182079875,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,783,,2018-10-03 11:58:00,2018,10,Wednesday,11,Part Three,COMMONWEALTH AVE,42.34888559,-71.14007361,"(42.34888559, -71.14007361)"
I182079874,03301,Verbal Disputes,VERBAL DISPUTE,C11,235,,2018-10-03 11:42:00,2018,10,Wednesday,11,Part Three,CARSON ST,42.31975730,-71.05428941,"(42.31975730, -71.05428941)"
I182079872,01402,Vandalism,VANDALISM,C11,342,,2018-10-03 05:30:00,2018,10,Wednesday,5,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079871,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,381,,2018-10-01 22:45:00,2018,10,Monday,22,Part Three,MINOT ST,42.28627779,-71.04486215,"(42.28627779, -71.04486215)"
I182079870,03115,Investigate Person,INVESTIGATE PERSON,B2,305,,2018-10-03 11:16:00,2018,10,Wednesday,11,Part Three,KENSINGTON ST,42.32062680,-71.09108856,"(42.32062680, -71.09108856)"
I182079869,02647,Other,THREATS TO DO BODILY HARM,B2,282,,2018-10-03 12:12:00,2018,10,Wednesday,12,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182079868,02401,Disorderly Conduct,AFFRAY,B3,435,,2018-10-01 08:40:00,2018,10,Monday,8,Part Two,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182079866,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,117,,2018-10-03 11:50:00,2018,10,Wednesday,11,Part Three,WASHINGTON ST,42.35174282,-71.06275940,"(42.35174282, -71.06275940)"
I182079864,02610,Other,TRESPASSING,A1,117,,2018-10-03 11:34:00,2018,10,Wednesday,11,Part Two,BOYLSTON ST,42.35231190,-71.06370510,"(42.35231190, -71.06370510)"
I182079863,01402,Vandalism,VANDALISM,C11,341,,2018-10-03 05:30:00,2018,10,Wednesday,5,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079862,03410,Towed,TOWED MOTOR VEHICLE,B2,606,,2018-10-03 09:41:00,2018,10,Wednesday,9,Part Three,LAWN ST,42.32757423,-71.10738823,"(42.32757423, -71.10738823)"
I182079861,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,463,,2018-10-03 11:44:00,2018,10,Wednesday,11,Part Three,AMERICAN LEGION HWY,42.29794983,-71.08774413,"(42.29794983, -71.08774413)"
I182079859,03301,Verbal Disputes,VERBAL DISPUTE,B3,451,,2018-10-03 10:50:00,2018,10,Wednesday,10,Part Three,W TREMLETT ST,42.29397405,-71.07470901,"(42.29397405, -71.07470901)"
I182079857,02405,Disorderly Conduct,DISORDERLY CONDUCT,C6,958,,2018-10-03 10:52:00,2018,10,Wednesday,10,Part Two,BELLFLOWER ST,42.32445145,-71.05810680,"(42.32445145, -71.05810680)"
I182079856,03102,Other,INVESTIGATION FOR ANOTHER AGENCY,B2,289,,2018-10-03 11:39:00,2018,10,Wednesday,11,Part Three,TREMONT ST,42.33402461,-71.09039049,"(42.33402461, -71.09039049)"
I182079854,01846,Drug Violation,DRUGS - POSS CLASS E,C6,936,,2018-10-03 10:50:00,2018,10,Wednesday,10,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I182079853,03115,Investigate Person,INVESTIGATE PERSON,C6,936,,2018-10-03 10:30:00,2018,10,Wednesday,10,Part Three,W BROADWAY,42.34060608,-71.05362687,"(42.34060608, -71.05362687)"
I182079851,01844,Drug Violation,DRUGS - POSS CLASS C,D4,172,,2018-10-03 11:21:00,2018,10,Wednesday,11,Part Two,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182079850,02647,Other,THREATS TO DO BODILY HARM,D4,130,,2018-10-03 10:45:00,2018,10,Wednesday,10,Part Two,HUNTINGTON AVE,42.34857652,-71.07772012,"(42.34857652, -71.07772012)"
I182079848,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,239,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part One,BELDEN SQ,42.31775075,-71.06497408,"(42.31775075, -71.06497408)"
I182079848,01402,Vandalism,VANDALISM,B2,239,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part Two,BELDEN SQ,42.31775075,-71.06497408,"(42.31775075, -71.06497408)"
I182079848,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,239,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part One,BELDEN SQ,42.31775075,-71.06497408,"(42.31775075, -71.06497408)"
I182079846,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",E13,916,,2018-10-03 10:41:00,2018,10,Wednesday,10,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182079846,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,916,,2018-10-03 10:41:00,2018,10,Wednesday,10,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182079846,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,916,,2018-10-03 10:41:00,2018,10,Wednesday,10,Part Two,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182079845,02647,Other,THREATS TO DO BODILY HARM,B2,318,,2018-10-03 11:08:00,2018,10,Wednesday,11,Part Two,HUMBOLDT AVE,42.31024899,-71.09183930,"(42.31024899, -71.09183930)"
I182079843,03125,Warrant Arrests,WARRANT ARREST,E18,516,,2018-10-03 10:23:00,2018,10,Wednesday,10,Part Three,NEPONSET AVE,42.24798117,-71.11830421,"(42.24798117, -71.11830421)"
I182079842,01402,Vandalism,VANDALISM,C11,341,,2018-10-03 09:10:00,2018,10,Wednesday,9,Part Two,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)"
I182079841,03301,Verbal Disputes,VERBAL DISPUTE,C11,340,,2018-10-03 10:43:00,2018,10,Wednesday,10,Part Three,HAMILTON ST,42.30500848,-71.06606441,"(42.30500848, -71.06606441)"
I182079839,03115,Investigate Person,INVESTIGATE PERSON,B2,319,,2018-10-02 00:00:00,2018,10,Tuesday,0,Part Three,BLUE HILL AVE,42.30751728,-71.08397469,"(42.30751728, -71.08397469)"
I182079837,00617,Larceny,LARCENY THEFT FROM BUILDING,C6,186,,2018-10-03 10:39:00,2018,10,Wednesday,10,Part One,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182079836,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,310,,2018-10-03 10:15:00,2018,10,Wednesday,10,Part Three,MARTIN LUTHER KING JR BLV,42.31847226,-71.08409289,"(42.31847226, -71.08409289)"
I182079835,03410,Towed,TOWED MOTOR VEHICLE,D4,620,,2018-10-03 09:32:00,2018,10,Wednesday,9,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)"
I182079834,01402,Vandalism,VANDALISM,C11,342,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079833,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,143,,2018-08-06 10:19:00,2018,8,Monday,10,Part Two,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I182079832,03125,Warrant Arrests,WARRANT ARREST,C11,345,,2018-10-03 09:47:00,2018,10,Wednesday,9,Part Three,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I182079831,02647,Other,THREATS TO DO BODILY HARM,D14,750,,2018-10-03 10:12:00,2018,10,Wednesday,10,Part Two,GLENMONT RD,42.34588967,-71.16023257,"(42.34588967, -71.16023257)"
I182079830,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,450,,2018-10-03 09:30:00,2018,10,Wednesday,9,Part Three,SOUTHERN AVE,42.29095776,-71.07168549,"(42.29095776, -71.07168549)"
I182079829,03160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",A7,20,,2018-10-03 09:56:00,2018,10,Wednesday,9,Part Three,CHELSEA ST,42.37757302,-71.02985538,"(42.37757302, -71.02985538)"
I182079828,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,C6,234,,2018-10-03 09:10:00,2018,10,Wednesday,9,Part Three,COLUMBIA RD,42.32971766,-71.03724976,"(42.32971766, -71.03724976)"
I182079826,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,152,,2018-10-03 09:15:00,2018,10,Wednesday,9,Part One,WARREN AVE,42.34453911,-71.07358770,"(42.34453911, -71.07358770)"
I182079826,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",D4,152,,2018-10-03 09:15:00,2018,10,Wednesday,9,Part Two,WARREN AVE,42.34453911,-71.07358770,"(42.34453911, -71.07358770)"
I182079825,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,281,,2018-10-02 13:00:00,2018,10,Tuesday,13,Part One,CLEVELAND ST,42.32582901,-71.08055111,"(42.32582901, -71.08055111)"
I182079824,03115,Investigate Person,INVESTIGATE PERSON,B2,310,,2018-10-03 09:21:41,2018,10,Wednesday,9,Part Three,HUMBOLDT AVE,42.31841537,-71.08617907,"(42.31841537, -71.08617907)"
I182079823,00801,Simple Assault,ASSAULT - SIMPLE,B2,316,,2018-10-03 09:00:00,2018,10,Wednesday,9,Part Two,RUTHVEN ST,42.31354588,-71.09179044,"(42.31354588, -71.09179044)"
I182079823,02642,Missing Person Reported,TRUANCY / RUNAWAY,B2,316,,2018-10-03 09:00:00,2018,10,Wednesday,9,Part Two,RUTHVEN ST,42.31354588,-71.09179044,"(42.31354588, -71.09179044)"
I182079823,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,316,,2018-10-03 09:00:00,2018,10,Wednesday,9,Part Two,RUTHVEN ST,42.31354588,-71.09179044,"(42.31354588, -71.09179044)"
I182079823,03301,Verbal Disputes,VERBAL DISPUTE,B2,316,,2018-10-03 09:00:00,2018,10,Wednesday,9,Part Three,RUTHVEN ST,42.31354588,-71.09179044,"(42.31354588, -71.09179044)"
I182079822,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,186,,2018-10-03 08:30:00,2018,10,Wednesday,8,Part Three,BOSTON ST,42.32048300,-71.06151400,"(42.32048300, -71.06151400)"
I182079821,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,324,,2018-10-03 08:20:00,2018,10,Wednesday,8,Part One,ADRIAN ST,42.31781138,-71.07759710,"(42.31781138, -71.07759710)"
I182079820,01402,Vandalism,VANDALISM,C11, ,,2018-10-03 05:00:00,2018,10,Wednesday,5,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
I182079819,01402,Vandalism,VANDALISM,C11,336,,2018-10-03 00:00:00,2018,10,Wednesday,0,Part Two,BOWDOIN ST,42.30431938,-71.06962209,"(42.30431938, -71.06962209)"
I182079818,01402,Vandalism,VANDALISM,C11,336,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part Two,BOWDOIN ST,42.30465897,-71.06912603,"(42.30465897, -71.06912603)"
I182079817,02647,Other,THREATS TO DO BODILY HARM,D14,794,,2018-10-01 14:00:00,2018,10,Monday,14,Part Two,COMMONWEALTH AVE,42.34906578,-71.13414695,"(42.34906578, -71.13414695)"
I182079816,01402,Vandalism,VANDALISM,C11, ,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part Two,BOWDOIN ST,,,"(0.00000000, 0.00000000)"
I182079813,01402,Vandalism,VANDALISM,C11,342,,2018-10-03 09:19:00,2018,10,Wednesday,9,Part Two,BOWDOIN ST,42.30465897,-71.06912603,"(42.30465897, -71.06912603)"
I182079812,01402,Vandalism,VANDALISM,C11,342,,2018-10-03 06:44:00,2018,10,Wednesday,6,Part Two,BOWDOIN ST,42.30465897,-71.06912603,"(42.30465897, -71.06912603)"
I182079811,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,482,,2018-10-01 08:00:00,2018,10,Monday,8,Part One,RIVER ST,42.26633004,-71.09746447,"(42.26633004, -71.09746447)"
I182079810,03125,Warrant Arrests,WARRANT ARREST,C11,348,,2018-10-03 08:50:00,2018,10,Wednesday,8,Part Three,DORCHESTER AVE,42.30514171,-71.05898128,"(42.30514171, -71.05898128)"
I182079809,01402,Vandalism,VANDALISM,D4,170,,2018-10-03 07:49:00,2018,10,Wednesday,7,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182079807,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,455,,2018-10-03 08:28:00,2018,10,Wednesday,8,Part One,NORWELL ST,42.30027796,-71.07883962,"(42.30027796, -71.07883962)"
I182079806,02629,Harassment,HARASSMENT,D14,938,,2018-10-02 06:00:00,2018,10,Tuesday,6,Part Two,JETTE CT,42.34682750,-71.14319087,"(42.34682750, -71.14319087)"
I182079804,01402,Vandalism,VANDALISM,B2,328,,2018-10-02 10:30:00,2018,10,Tuesday,10,Part Two,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I182079803,01415,Vandalism,GRAFFITI,E5,711,,2018-09-27 12:00:00,2018,9,Thursday,12,Part Two,WASHINGTON ST,42.26643568,-71.15155416,"(42.26643568, -71.15155416)"
I182079802,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,22,,2018-10-03 07:26:00,2018,10,Wednesday,7,Part Three,PORTER ST,42.37465710,-71.03822833,"(42.37465710, -71.03822833)"
I182079801,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,482,,2018-10-03 07:53:00,2018,10,Wednesday,7,Part One,RIVER ST,42.26681254,-71.09566961,"(42.26681254, -71.09566961)"
I182079800,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,,2018-10-03 08:00:00,2018,10,Wednesday,8,Part Three,DORCHESTER ST,42.33222689,-71.05199201,"(42.33222689, -71.05199201)"
I182079799,03207,Property Found,PROPERTY - FOUND,E18,542,,2018-10-02 20:00:00,2018,10,Tuesday,20,Part Three,BUSINESS ST,42.25536264,-71.12584989,"(42.25536264, -71.12584989)"
I182079798,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,775,,2018-10-02 07:30:00,2018,10,Tuesday,7,Part One,WALLINGFORD RD,42.34252336,-71.15124869,"(42.34252336, -71.15124869)"
I182079798,01402,Vandalism,VANDALISM,D14,775,,2018-10-02 07:30:00,2018,10,Tuesday,7,Part Two,WALLINGFORD RD,42.34252336,-71.15124869,"(42.34252336, -71.15124869)"
I182079797,02629,Harassment,HARASSMENT,B2,288,,2018-10-03 08:00:00,2018,10,Wednesday,8,Part Two,MALCOLM X BLVD,42.33056715,-71.08806813,"(42.33056715, -71.08806813)"
I182079796,03410,Towed,TOWED MOTOR VEHICLE,E13,568,,2018-09-30 09:30:00,2018,9,Sunday,9,Part Three,GLADE AVE,42.30833702,-71.10036890,"(42.30833702, -71.10036890)"
I182079795,03201,Property Lost,PROPERTY - LOST,C6,175,,2018-10-03 04:37:00,2018,10,Wednesday,4,Part Three,SOUTHAMPTON ST,42.33233682,-71.07129642,"(42.33233682, -71.07129642)"
I182079794,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,320,,2018-10-03 07:18:00,2018,10,Wednesday,7,Part One,BLUE HILL AVE,42.30889840,-71.08305190,"(42.30889840, -71.08305190)"
I182079794,02647,Other,THREATS TO DO BODILY HARM,B2,320,,2018-10-03 07:18:00,2018,10,Wednesday,7,Part Two,BLUE HILL AVE,42.30889840,-71.08305190,"(42.30889840, -71.08305190)"
I182079793,03301,Verbal Disputes,VERBAL DISPUTE,C11,350,,2018-10-03 07:10:00,2018,10,Wednesday,7,Part Three,FENTON ST,42.30338809,-71.05696206,"(42.30338809, -71.05696206)"
I182079792,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,472,,2018-10-03 07:01:00,2018,10,Wednesday,7,Part Three,BLUE HILL AVE,42.27298027,-71.09370551,"(42.27298027, -71.09370551)"
I182079790,03201,Property Lost,PROPERTY - LOST,A1,94,,2018-10-03 07:08:00,2018,10,Wednesday,7,Part Three,STATE ST,42.35955592,-71.05227992,"(42.35955592, -71.05227992)"
I182079789,01402,Vandalism,VANDALISM,C11,342,,2018-10-03 05:49:00,2018,10,Wednesday,5,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I182079788,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,175,,2018-10-03 04:31:00,2018,10,Wednesday,4,Part One,SOUTHAMPTON ST,42.33233682,-71.07129642,"(42.33233682, -71.07129642)"
I182079787,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,425,,2018-10-03 04:20:00,2018,10,Wednesday,4,Part One,FREMONT ST,42.27094651,-71.09193626,"(42.27094651, -71.09193626)"
I182079785,03301,Verbal Disputes,VERBAL DISPUTE,B2,311,,2018-10-02 23:30:00,2018,10,Tuesday,23,Part Three,SAVIN ST,42.31719004,-71.08167267,"(42.31719004, -71.08167267)"
I182079784,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,355,,2018-10-03 03:07:00,2018,10,Wednesday,3,Part Two,,,,"(0.00000000, 0.00000000)"
I182079783,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,311,,2018-10-03 03:13:00,2018,10,Wednesday,3,Part One,BLUE HILL AVE,42.31803027,-71.07787472,"(42.31803027, -71.07787472)"
